qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_64_F1_4_F2_3_G_3_SplitPt_92_GenID_0	ID_188_F1_1_F2_12_G_3_SplitPt_166_GenID_0	5.0	27.27	66	1	295	348	344	409
ID_64_F1_4_F2_3_G_3_SplitPt_92_GenID_0	ID_172_F1_16_F2_8_G_2_SplitPt_147_GenID_0	6.7	28.85	52	1	342	392	145	196
ID_64_F1_4_F2_3_G_3_SplitPt_92_GenID_0	f14_5	9.7	21.62	74	2	106	179	243	299
ID_103_F1_6_F2_10_G_1_SplitPt_89_GenID_0	f12_27	5.0	28.12	64	2	280	340	112	174
ID_103_F1_6_F2_10_G_1_SplitPt_89_GenID_0	f1_2	7.9	38.46	26	0	358	383	420	445
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f10_15	0.0	100.00	275	0	226	500	226	500
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f15_5	3e-162	99.56	226	0	1	226	1	226
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f15_4	4e-60	41.56	231	0	1	231	1	231
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f10_14	2e-58	30.65	323	1	157	479	169	479
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f15_7	4e-18	25.35	213	0	9	221	9	221
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f15_6	5e-17	23.61	216	0	9	224	9	224
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	ID_133_F1_15_F2_11_G_4_SplitPt_177_GenID_0	3e-13	26.11	180	0	9	188	9	188
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f10_13	2e-09	19.55	266	0	233	498	233	498
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	ID_208_F1_10_F2_10_G_4_SplitPt_55_GenID_0	5e-08	21.53	209	2	293	500	293	500
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f10_12	7e-08	21.53	209	2	293	500	293	500
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	ID_13_F1_4_F2_10_G_3_SplitPt_152_GenID_0	0.002	21.47	163	1	337	499	339	499
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	ID_26_F1_14_F2_10_G_2_SplitPt_217_GenID_0	0.002	17.06	252	0	226	477	226	477
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	ID_205_F1_15_F2_11_G_2_SplitPt_183_GenID_0	0.004	18.67	150	2	24	173	25	164
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f19_20	0.45	22.45	98	2	27	120	66	151
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f17_30	1.1	25.00	88	3	283	370	240	314
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	ID_123_F1_9_F2_10_G_3_SplitPt_111_GenID_0	3.8	34.38	32	0	134	165	273	304
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f0_26	5.1	40.91	22	0	129	150	192	213
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f11_25	5.4	52.94	17	0	37	53	479	495
ID_12_F1_15_F2_10_G_4_SplitPt_225_GenID_0	f10_2	9.6	35.29	51	2	196	244	29	79
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f18_29	6e-11	27.40	146	2	168	309	168	309
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f18_31	3e-04	19.14	418	9	93	496	94	500
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f18_28	0.004	18.03	183	4	168	344	168	345
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f12_27	0.005	21.93	114	0	18	131	18	131
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f12_24	0.005	24.05	79	0	33	111	33	111
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f12_26	0.036	22.12	113	0	23	135	23	135
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f18_30	0.037	21.25	287	9	223	496	220	500
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f12_25	0.051	20.59	68	0	31	98	31	98
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f18_24	0.094	27.69	65	0	132	196	132	196
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f8_7	0.98	36.67	30	1	126	154	17	46
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f1_27	1.2	25.00	132	3	273	402	353	480
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f17_16	2.2	38.46	26	0	153	178	40	65
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	ID_243_F1_0_F2_11_G_2_SplitPt_77_GenID_0	2.9	27.71	83	2	72	153	135	210
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f2_26	2.9	62.50	16	0	169	184	76	91
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f18_26	6.8	26.53	49	0	131	179	131	179
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f3_6	6.9	31.94	72	4	362	428	238	307
ID_171_F1_12_F2_18_G_2_SplitPt_122_GenID_0	f10_4	8.8	38.46	26	0	262	287	392	417
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f8_29	2e-52	26.00	400	0	97	496	97	496
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f8_28	5e-44	26.58	395	0	98	492	98	492
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f8_30	9e-15	18.99	416	4	85	496	85	496
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f7_20	5e-07	26.37	91	0	2	92	2	92
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f8_31	7e-07	17.97	384	3	96	477	96	477
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f7_21	2e-06	28.41	88	0	5	92	5	92
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	ID_172_F1_16_F2_8_G_2_SplitPt_147_GenID_0	0.003	20.22	89	0	296	384	296	384
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	ID_183_F1_17_F2_11_G_3_SplitPt_210_GenID_0	1.5	29.41	51	0	89	139	93	143
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	ID_1_F1_15_F2_8_G_1_SplitPt_200_GenID_0	2.2	20.00	80	0	309	388	309	388
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f19_19	3.4	34.29	35	0	323	357	20	54
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f0_6	4.5	34.78	23	0	427	449	451	473
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f15_4	5.5	30.77	39	1	265	300	214	252
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f19_18	6.0	31.43	35	0	323	357	20	54
ID_156_F1_7_F2_8_G_3_SplitPt_91_GenID_0	f14_30	9.1	39.29	28	0	157	184	10	37
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	f5_25	8e-09	17.39	230	1	193	419	190	419
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	f5_26	3e-06	16.45	231	0	203	433	203	433
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	f5_24	9e-06	14.86	296	0	183	478	183	478
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	f10_23	7e-04	18.67	150	0	9	158	9	158
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	f5_27	0.019	18.55	124	0	310	433	310	433
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	f0_4	2.1	35.14	37	1	48	84	332	367
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	ID_60_F1_10_F2_16_G_3_SplitPt_208_GenID_0	4.5	41.67	24	0	317	340	445	468
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	ID_56_F1_10_F2_9_G_0_SplitPt_62_GenID_0	5.0	29.27	41	1	268	305	10	50
ID_101_F1_10_F2_5_G_2_SplitPt_174_GenID_0	ID_16_F1_13_F2_11_G_2_SplitPt_69_GenID_0	9.6	42.31	26	0	103	128	341	366
ID_81_F1_3_F2_5_G_0_SplitPt_221_GenID_0	f4_26	1.6	35.00	40	1	292	330	413	452
ID_81_F1_3_F2_5_G_0_SplitPt_221_GenID_0	f0_30	2.6	21.82	55	0	314	368	101	155
ID_81_F1_3_F2_5_G_0_SplitPt_221_GenID_0	f13_6	6.4	30.56	36	0	311	346	161	196
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f1_4	3e-09	22.68	269	3	105	371	110	371
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f1_5	2e-05	18.44	358	7	84	435	85	435
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f1_7	2e-05	19.10	267	3	107	371	113	371
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f1_6	3e-05	16.61	289	0	119	407	119	407
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f0_27	0.59	26.98	63	2	21	83	30	83
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	ID_211_F1_17_F2_7_G_3_SplitPt_199_GenID_0	1.9	32.20	59	2	410	466	224	282
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f11_28	2.6	46.67	30	0	127	156	196	225
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	ID_185_F1_11_F2_8_G_4_SplitPt_242_GenID_0	2.8	46.67	30	0	127	156	196	225
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f0_22	3.4	30.77	39	0	340	378	348	386
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f11_8	3.6	38.89	36	1	399	434	398	432
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	ID_10_F1_3_F2_17_G_2_SplitPt_195_GenID_0	4.1	31.91	47	2	316	359	368	412
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f4_17	4.2	26.19	84	3	72	150	126	204
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	ID_169_F1_0_F2_11_G_4_SplitPt_180_GenID_0	5.6	38.89	36	1	399	434	398	432
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f4_15	5.7	36.67	30	0	336	365	91	120
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f17_21	6.6	28.57	56	3	296	351	412	456
ID_177_F1_0_F2_1_G_2_SplitPt_97_GenID_0	f1_1	7.1	18.57	70	0	302	371	302	371
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f16_7	8e-45	29.08	306	0	192	497	192	497
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f16_6	1e-43	26.77	325	3	174	497	176	497
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f15_18	2e-20	26.34	186	0	1	186	1	186
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f15_19	7e-15	25.95	158	0	1	158	1	158
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f16_5	0.001	19.62	209	0	200	408	200	408
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f15_16	0.014	16.00	175	0	12	186	12	186
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f16_4	0.021	19.05	189	0	200	388	200	388
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f15_17	0.20	15.52	116	0	15	130	15	130
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f16_0	0.44	18.93	169	2	200	364	200	364
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f3_6	0.57	28.26	92	2	325	406	133	224
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	ID_74_F1_4_F2_15_G_2_SplitPt_63_GenID_0	5.7	21.62	74	1	63	126	53	126
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	ID_229_F1_10_F2_15_G_2_SplitPt_103_GenID_0	6.4	25.93	54	1	12	65	54	101
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	f4_20	7.6	29.73	37	1	329	361	399	435
ID_149_F1_15_F2_16_G_3_SplitPt_191_GenID_0	ID_168_F1_19_F2_16_G_2_SplitPt_192_GenID_0	7.6	20.48	166	3	210	369	209	374
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f8_20	1e-20	19.39	361	3	24	384	34	384
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f8_23	4e-13	17.55	473	3	31	499	31	499
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f8_21	6e-12	16.49	382	2	5	384	5	384
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f8_18	5e-09	18.10	420	4	90	500	90	500
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f8_27	2e-08	18.67	316	4	73	384	73	384
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	ID_210_F1_17_F2_8_G_4_SplitPt_249_GenID_0	1e-05	20.00	130	0	255	384	255	384
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f8_26	0.002	18.07	332	6	63	384	62	384
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	ID_147_F1_8_F2_17_G_4_SplitPt_98_GenID_0	0.037	27.54	69	0	31	99	31	99
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f8_22	0.042	22.68	97	1	25	121	26	121
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	ID_4_F1_8_F2_15_G_2_SplitPt_103_GenID_0	2.5	42.31	26	0	235	260	446	471
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f1_4	5.6	43.48	23	1	60	82	29	49
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f1_19	7.9	28.36	67	3	122	188	286	346
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f8_0	8.8	46.67	30	1	331	360	34	57
ID_11_F1_8_F2_8_G_2_SplitPt_237_GenID_0	f16_22	9.4	33.33	39	1	409	442	55	93
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f13_31	6e-08	19.83	242	2	260	499	260	499
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f13_28	1e-05	17.26	365	3	136	497	137	497
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f13_29	2e-04	17.32	254	2	205	457	205	457
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f13_30	6e-04	17.51	354	3	146	497	146	494
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f18_5	0.47	34.78	46	2	380	425	348	389
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f11_18	1.2	27.45	51	0	256	306	317	367
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f1_26	1.4	21.43	112	2	6	116	6	116
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f16_26	3.5	27.66	47	0	2	48	448	494
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	ID_224_F1_13_F2_15_G_0_SplitPt_123_GenID_0	4.8	23.33	90	2	107	186	367	456
ID_221_F1_1_F2_13_G_2_SplitPt_100_GenID_0	f13_26	9.6	21.31	61	0	436	496	436	496
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_22	0.0	100.00	422	0	79	500	79	500
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_23	7e-116	38.90	419	0	81	499	81	499
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f16_13	2e-47	100.00	78	0	1	78	1	78
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_20	1e-44	23.22	422	3	82	500	82	500
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_21	3e-37	22.75	444	2	64	499	56	499
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f16_12	4e-20	44.16	77	0	2	78	2	78
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_16	2e-10	15.61	410	1	88	489	80	489
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	ID_33_F1_16_F2_7_G_3_SplitPt_159_GenID_0	4e-08	34.21	76	0	2	77	2	77
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_27	4e-05	20.00	300	4	170	466	170	466
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f16_14	7e-04	22.22	72	0	2	73	2	73
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	ID_20_F1_0_F2_12_G_4_SplitPt_176_GenID_0	0.001	19.83	242	6	249	481	246	481
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	ID_195_F1_10_F2_12_G_4_SplitPt_81_GenID_0	0.002	19.83	242	6	249	481	246	481
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_26	0.002	19.83	242	6	249	481	246	481
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_19	0.009	18.32	393	10	121	489	121	489
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f16_15	0.015	19.10	89	0	6	94	6	94
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f16_15	2.9	25.33	75	3	177	249	59	130
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f12_17	0.096	22.46	138	4	366	494	363	494
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	ID_201_F1_17_F2_7_G_0_SplitPt_101_GenID_0	0.19	22.97	148	9	295	431	16	150
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	ID_116_F1_7_F2_16_G_2_SplitPt_173_GenID_0	2.1	29.35	92	2	76	160	215	304
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	ID_144_F1_17_F2_16_G_4_SplitPt_124_GenID_0	3.3	25.33	75	3	177	249	59	130
ID_252_F1_16_F2_12_G_4_SplitPt_78_GenID_0	f4_24	9.8	19.23	26	0	26	51	356	381
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f2_25	0.0	98.29	293	0	208	500	208	500
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f8_2	9e-157	100.00	213	0	1	213	1	213
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f2_24	4e-55	33.89	301	1	200	500	202	500
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f8_3	3e-52	40.65	214	0	1	214	1	214
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f2_27	8e-15	22.68	291	2	213	494	213	494
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f8_1	2e-14	20.60	199	0	7	205	7	205
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	ID_65_F1_18_F2_8_G_3_SplitPt_97_GenID_0	5e-11	26.72	131	0	100	230	100	230
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f2_26	1e-10	23.83	193	2	307	496	307	496
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f8_0	2e-07	22.37	152	0	54	205	54	205
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f11_9	2.3	28.57	35	0	201	235	110	144
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f13_21	4.9	43.48	23	0	344	366	155	177
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f16_29	5.2	30.23	43	0	239	281	31	73
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f2_31	5.8	22.99	87	0	311	397	311	397
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f5_26	6.4	22.62	221	8	215	409	273	472
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	f2_9	7.8	34.48	29	1	178	206	191	217
ID_106_F1_8_F2_2_G_4_SplitPt_213_GenID_0	ID_140_F1_16_F2_12_G_2_SplitPt_210_GenID_0	9.9	28.57	49	1	31	76	446	494
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f8_13	0.0	100.00	308	0	193	500	193	500
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f2_27	7e-136	100.00	192	0	1	192	1	192
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f8_12	5e-72	37.46	339	3	162	500	175	500
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f2_26	7e-37	36.65	191	0	1	191	1	191
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	ID_245_F1_2_F2_0_G_3_SplitPt_219_GenID_0	2e-20	25.12	215	2	1	214	1	205
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f8_14	3e-20	21.13	265	0	227	491	227	491
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f2_24	2e-16	25.13	187	2	9	192	9	192
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f8_15	3e-12	20.96	272	3	223	491	223	491
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f2_25	6e-10	19.77	172	0	9	180	9	180
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f2_17	0.005	25.27	182	4	1	180	1	180
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f2_29	0.011	18.81	218	2	6	214	6	223
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f2_31	0.22	18.38	185	3	35	202	35	208
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	ID_141_F1_13_F2_17_G_4_SplitPt_174_GenID_0	0.24	23.36	107	3	129	234	133	234
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	f8_11	0.98	16.23	191	2	205	393	205	393
ID_119_F1_2_F2_8_G_4_SplitPt_192_GenID_0	ID_104_F1_9_F2_13_G_2_SplitPt_242_GenID_0	5.9	27.94	68	1	324	391	415	481
