qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_27	3e-25	21.03	390	2	112	499	112	499
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_91_F1_17_F2_16_G_4_SplitPt_71_GenID_0	6e-22	18.07	404	0	93	496	93	496
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_24	6e-22	18.07	404	0	93	496	93	496
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_26	2e-20	20.33	359	2	113	469	113	469
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_28	3e-20	19.10	377	2	109	481	109	481
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_29	4e-16	18.94	396	5	107	498	107	498
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_25	7e-13	20.24	247	2	253	498	253	498
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_30	3e-12	16.71	389	2	112	496	112	496
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_31	2e-10	16.71	389	2	111	498	111	498
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_18	1e-07	16.11	391	4	114	500	114	500
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_16	6e-07	25.49	102	0	398	499	398	499
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_131_F1_19_F2_16_G_1_SplitPt_194_GenID_0	3e-06	16.39	238	0	203	440	203	440
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_19	1e-05	17.11	339	2	115	451	115	451
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_51_F1_4_F2_16_G_2_SplitPt_77_GenID_0	2e-05	18.62	392	9	117	499	117	499
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_20	2e-04	18.13	171	0	272	442	272	442
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_23_F1_14_F2_16_G_3_SplitPt_151_GenID_0	0.001	23.30	103	0	398	500	398	500
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_57_F1_19_F2_16_G_3_SplitPt_235_GenID_0	0.002	20.00	165	2	313	475	313	475
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_23	0.003	27.78	54	0	392	445	392	445
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_162_F1_5_F2_16_G_4_SplitPt_207_GenID_0	0.003	27.78	54	0	392	445	392	445
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_37_F1_15_F2_16_G_4_SplitPt_121_GenID_0	0.005	27.78	54	0	392	445	392	445
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_21	0.22	15.04	113	0	388	500	388	500
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_17	1.3	18.24	159	3	343	495	343	499
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_251_F1_7_F2_16_G_1_SplitPt_125_GenID_0	1.5	27.78	54	1	132	183	369	422
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_22	2.0	20.20	99	0	400	498	400	498
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_5	2.2	23.60	89	2	150	237	149	235
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f2_14	2.5	52.94	17	0	471	487	215	231
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f16_10	3.1	19.12	204	7	105	276	105	301
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	ID_173_F1_7_F2_13_G_0_SplitPt_215_GenID_0	3.9	50.00	26	2	303	327	434	457
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f19_7	6.0	28.81	59	2	218	276	371	427
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f15_11	6.1	34.09	44	2	395	437	451	492
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f14_29	7.4	29.82	57	3	319	374	294	346
ID_176_F1_13_F2_16_G_1_SplitPt_93_GenID_0	f8_31	9.2	45.45	22	1	154	175	286	306
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_47_F1_8_F2_15_G_4_SplitPt_73_GenID_0	5e-66	32.68	355	0	144	498	144	498
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_9	6e-66	32.68	355	0	144	498	144	498
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_153_F1_16_F2_15_G_4_SplitPt_160_GenID_0	3e-62	32.84	338	0	161	498	161	498
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_10	2e-57	27.51	429	2	73	497	69	497
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_8	3e-52	27.59	348	0	152	499	152	499
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_11	7e-47	24.49	392	1	106	497	108	497
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_13	2e-25	19.94	356	0	144	499	144	499
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_12	4e-25	22.54	355	2	146	499	146	499
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_14	1e-19	22.43	370	8	138	499	143	499
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_202_F1_11_F2_15_G_4_SplitPt_71_GenID_0	1e-13	21.14	350	5	138	482	143	482
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_3	1e-13	21.27	315	4	144	457	147	456
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_15	1e-13	21.14	350	5	138	482	143	482
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_205_F1_11_F2_15_G_4_SplitPt_203_GenID_0	5e-13	21.05	266	2	219	482	219	482
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_40_F1_7_F2_15_G_1_SplitPt_234_GenID_0	5e-13	19.35	217	0	284	500	284	500
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_5	1e-11	20.94	277	7	222	489	222	489
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_175_F1_12_F2_15_G_3_SplitPt_58_GenID_0	7e-11	18.99	358	2	133	486	133	486
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f6_30	2e-10	27.86	140	0	8	147	8	147
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_4	1e-08	19.71	274	5	223	490	223	490
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_1	8e-08	20.60	199	0	292	490	292	490
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_89_F1_3_F2_15_G_1_SplitPt_186_GenID_0	4e-06	20.34	290	8	223	500	223	500
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_7	6e-06	17.10	345	2	148	490	148	490
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f6_28	2e-05	21.77	124	0	7	130	7	130
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f6_31	4e-05	22.70	141	0	7	147	7	147
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_219_F1_13_F2_15_G_0_SplitPt_165_GenID_0	5e-04	18.92	185	3	258	440	258	440
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_0	0.001	18.09	199	0	291	489	291	489
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_2	0.005	18.13	171	1	291	461	291	456
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_104_F1_17_F2_15_G_4_SplitPt_246_GenID_0	0.013	19.50	159	2	334	490	334	490
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_19_F1_9_F2_15_G_4_SplitPt_128_GenID_0	0.062	22.83	254	10	259	497	258	497
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_29	0.066	22.83	254	10	259	497	258	497
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_234_F1_15_F2_11_G_4_SplitPt_166_GenID_0	0.17	24.68	77	2	96	171	98	172
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f6_24	0.19	23.96	96	2	16	110	16	110
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_106_F1_0_F2_15_G_0_SplitPt_158_GenID_0	0.25	23.33	180	7	272	439	272	439
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_184_F1_8_F2_15_G_0_SplitPt_73_GenID_0	1.8	27.78	54	0	387	440	387	440
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f15_28	2.7	19.72	355	14	110	444	107	444
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f14_3	4.4	34.69	49	2	161	199	197	245
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_110_F1_3_F2_0_G_3_SplitPt_115_GenID_0	4.5	26.53	98	3	148	236	356	446
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_182_F1_12_F2_14_G_1_SplitPt_221_GenID_0	6.5	22.89	83	1	15	97	71	144
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	f3_19	6.9	37.50	32	1	44	75	266	296
ID_76_F1_6_F2_15_G_2_SplitPt_124_GenID_0	ID_245_F1_19_F2_7_G_4_SplitPt_78_GenID_0	9.8	28.30	53	2	269	316	384	436
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_21	7e-58	27.76	407	2	95	500	95	500
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_20	6e-51	25.88	398	0	95	492	95	492
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_22	9e-49	26.49	404	0	95	498	95	498
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_9_F1_11_F2_11_G_4_SplitPt_128_GenID_0	2e-47	25.50	404	0	95	498	95	498
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_23	1e-45	25.86	406	0	95	500	95	500
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_18	5e-21	21.35	356	2	95	446	95	446
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_19	9e-21	18.32	404	0	95	498	95	498
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_17	2e-16	17.91	402	2	95	493	95	493
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_16	5e-16	19.93	291	0	74	364	74	364
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_24	1e-07	19.21	328	8	126	445	128	445
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_46_F1_1_F2_2_G_3_SplitPt_197_GenID_0	3e-07	33.33	72	0	21	92	21	92
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_30	5e-06	19.60	199	2	198	383	198	392
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_28	7e-06	16.73	257	0	117	373	117	373
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_11_F1_11_F2_2_G_3_SplitPt_244_GenID_0	2e-05	22.43	107	1	112	215	112	218
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f1_29	5e-05	24.71	85	0	2	86	2	86
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_29	6e-05	19.77	258	5	124	378	125	378
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f1_30	8e-05	25.00	92	0	2	93	2	93
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_228_F1_1_F2_12_G_4_SplitPt_79_GenID_0	1e-04	26.03	73	0	2	74	2	74
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_67_F1_2_F2_11_G_2_SplitPt_234_GenID_0	0.001	20.11	184	1	307	489	306	489
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_31	0.005	16.60	259	0	115	373	115	373
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_191_F1_15_F2_11_G_4_SplitPt_56_GenID_0	0.009	16.60	259	0	115	373	115	373
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_25	0.009	16.86	172	1	196	367	196	362
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f1_28	0.013	25.64	78	0	9	86	9	86
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f1_31	0.022	23.66	93	0	2	94	2	94
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f1_25	0.14	33.33	54	1	47	99	47	100
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_205_F1_11_F2_15_G_4_SplitPt_203_GenID_0	0.80	18.58	113	0	95	207	95	207
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_114_F1_16_F2_8_G_3_SplitPt_95_GenID_0	0.94	26.00	50	2	288	330	415	464
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_6	4.9	22.92	48	0	198	245	198	245
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f3_3	5.9	28.95	38	0	134	171	350	387
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f11_26	6.1	28.00	50	0	323	372	323	372
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	f6_25	8.3	34.29	35	1	273	306	307	341
ID_64_F1_1_F2_11_G_2_SplitPt_94_GenID_0	ID_72_F1_17_F2_6_G_4_SplitPt_245_GenID_0	9.3	34.29	35	1	273	306	307	341
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f8_29	0.001	19.55	133	1	5	136	4	136
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f4_20	0.008	19.03	247	6	140	381	140	381
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f4_21	0.019	17.49	366	11	57	406	66	406
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f8_28	0.051	18.40	125	1	7	130	6	130
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f8_27	0.17	22.22	135	4	5	134	4	135
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	ID_113_F1_4_F2_8_G_4_SplitPt_242_GenID_0	0.19	25.29	87	1	163	249	166	249
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	ID_212_F1_13_F2_4_G_1_SplitPt_94_GenID_0	0.23	23.53	68	0	179	246	179	246
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f4_4	0.38	26.79	56	0	424	479	424	479
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f8_17	2.1	20.00	140	3	2	134	2	134
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f8_23	2.4	30.43	46	2	109	153	109	153
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f4_31	2.7	18.10	210	5	208	407	208	407
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f4_19	2.9	17.70	209	4	301	488	285	488
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	ID_46_F1_1_F2_2_G_3_SplitPt_197_GenID_0	3.2	34.29	35	0	11	45	184	218
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	f4_1	4.5	20.51	78	0	171	248	171	248
ID_103_F1_8_F2_4_G_0_SplitPt_144_GenID_0	ID_144_F1_15_F2_4_G_4_SplitPt_128_GenID_0	8.9	19.52	210	6	301	488	285	488
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_31	1e-19	21.96	296	2	205	496	205	496
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_26	3e-15	19.50	323	0	154	476	154	476
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_29	3e-11	17.63	278	0	223	500	223	500
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_28	5e-11	24.03	154	1	300	452	300	453
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_27	8e-08	20.15	263	9	232	476	232	476
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_30	1e-07	17.54	285	4	223	500	223	500
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_24	3e-06	18.31	284	2	219	500	219	500
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_21	3e-06	18.77	277	4	224	498	224	498
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_25	0.002	15.92	201	3	282	476	282	481
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	ID_35_F1_19_F2_7_G_4_SplitPt_190_GenID_0	0.003	14.62	212	1	270	476	270	481
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_22	0.016	15.87	126	0	322	447	322	447
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_20	0.016	23.89	113	3	293	398	292	398
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f0_18	0.033	20.12	169	3	3	166	3	166
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f0_21	0.18	18.54	178	5	1	170	1	170
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f7_23	0.68	17.72	79	0	322	400	322	400
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	ID_107_F1_0_F2_12_G_1_SplitPt_238_GenID_0	2.0	18.02	111	0	3	113	3	113
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f6_7	2.4	44.44	18	0	422	439	392	409
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	ID_70_F1_9_F2_7_G_3_SplitPt_202_GenID_0	4.4	16.76	370	9	145	496	137	496
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f0_19	5.3	25.42	59	0	55	113	55	113
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f10_15	7.2	33.33	45	1	19	57	210	254
ID_12_F1_0_F2_7_G_1_SplitPt_150_GenID_0	f13_13	10.0	34.04	47	2	290	332	404	445
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_21	1e-111	40.99	383	0	118	500	118	500
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_20	2e-102	38.79	397	0	104	500	104	500
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_22	4e-46	24.02	383	0	118	500	118	500
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_23	4e-36	23.18	384	2	118	500	118	500
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	ID_129_F1_14_F2_1_G_2_SplitPt_177_GenID_0	3e-29	21.47	326	0	174	499	174	499
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f11_20	1e-26	41.18	119	0	1	119	1	119
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	ID_74_F1_11_F2_3_G_4_SplitPt_147_GenID_0	1e-26	41.18	119	0	1	119	1	119
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f11_21	4e-24	42.37	118	0	2	119	2	119
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_18	2e-22	23.75	240	1	216	455	217	455
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_17	5e-16	21.43	224	1	221	442	219	442
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_19	1e-12	19.11	246	1	210	455	213	455
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_29	1e-08	19.40	335	6	174	499	174	499
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_30	2e-08	18.91	275	4	174	442	174	442
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f11_23	3e-08	22.40	125	0	1	125	1	125
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_16	2e-07	20.48	166	0	233	398	233	398
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_24	3e-06	12.80	328	1	172	499	173	499
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_28	4e-06	17.87	263	2	191	450	191	450
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_25	1e-05	18.50	319	6	193	500	193	500
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_27	1e-05	16.19	247	1	220	462	220	466
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_7	2e-05	19.53	215	4	279	485	279	485
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_31	1e-04	18.99	395	9	122	500	125	500
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f11_22	1e-04	18.35	109	0	12	120	12	120
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_2	2e-04	18.22	214	1	185	398	186	398
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_6	0.002	20.86	139	0	277	415	277	415
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_3	0.013	21.77	147	0	199	345	199	345
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	ID_11_F1_11_F2_2_G_3_SplitPt_244_GenID_0	0.013	20.87	115	0	5	119	5	119
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	ID_82_F1_16_F2_1_G_1_SplitPt_172_GenID_0	0.059	26.98	63	0	191	253	191	253
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_26	0.093	14.81	243	0	218	460	218	460
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_5	0.30	20.76	236	7	277	495	277	495
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_1	0.36	19.59	148	1	276	420	276	423
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_4	0.60	19.01	121	0	376	496	376	496
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	ID_26_F1_14_F2_1_G_1_SplitPt_210_GenID_0	1.5	17.89	95	0	209	303	209	303
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	ID_18_F1_0_F2_1_G_2_SplitPt_195_GenID_0	1.5	16.05	162	0	209	370	209	370
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f10_12	1.7	39.02	41	1	205	238	48	88
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f1_0	2.0	28.30	53	0	276	328	276	328
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f11_28	2.6	21.43	42	0	20	61	20	61
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f11_16	3.5	18.39	87	1	2	76	2	88
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	f0_13	3.6	29.73	37	0	318	354	224	260
ID_171_F1_11_F2_1_G_3_SplitPt_119_GenID_0	ID_232_F1_12_F2_11_G_3_SplitPt_156_GenID_0	7.1	29.69	64	3	382	445	329	375
